Analytical,Empirical,RunTime,n
1.0,0.9999998026852445,0.035698890686035156,1
1.4142135623730951,1.4142137510618338,0.0633702278137207,2
1.7320508075688772,1.7320545211819685,0.08946895599365234,3
2.0,1.9997099906040834,0.3449127674102783,4
2.23606797749979,2.2340786380194233,4.736685037612915,5
