Empirical,Analytical,n,RunTime
1.0,1.0,1,0.04493308067321777
1.4142145249143288,1.4142135623730951,2,0.057868242263793945
1.7321349117525304,1.7320508075688772,3,0.10016012191772461
1.9991890776378811,2.0,4,0.2223827838897705
2.236816532535838,2.23606797749979,5,1.5225601196289062
2.457855003320162,2.449489742783178,6,6.4621422290802
2.6541124612523532,2.6457513110645907,7,106.86028790473938
